run_accession	fastq_ftp	fastq_bytes	read_count
ERR2000726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000726/ERR2000726.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000726/ERR2000726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000726/ERR2000726_2.fastq.gz	5889965352;1077974870;1135176084	180849076
ERR2000732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000732/ERR2000732.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000732/ERR2000732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000732/ERR2000732_2.fastq.gz	4265083833;862565600;875862778	112547336
ERR2000736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000736/ERR2000736.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000736/ERR2000736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000736/ERR2000736_2.fastq.gz	3249320952;676826861;685068916	86245228
ERR2000738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000738/ERR2000738.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000738/ERR2000738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000738/ERR2000738_2.fastq.gz	3398969514;687408867;693794377	91064897
ERR2000739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000739/ERR2000739.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000739/ERR2000739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000739/ERR2000739_2.fastq.gz	5929615979;1044198827;1096893932	195109513
ERR2000740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000740/ERR2000740.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000740/ERR2000740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000740/ERR2000740_2.fastq.gz	5862302183;1042276017;1082116286	191585711
ERR2000743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000743/ERR2000743.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000743/ERR2000743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000743/ERR2000743_2.fastq.gz	5781395462;1014525842;1053309727	190694281
ERR2000747	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000747/ERR2000747.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000747/ERR2000747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000747/ERR2000747_2.fastq.gz	6510637151;1280805264;1314061154	219636348
ERR2000748	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000748/ERR2000748.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000748/ERR2000748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000748/ERR2000748_2.fastq.gz	6545360264;1257363559;1291365465	219746371
ERR2000749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000749/ERR2000749.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000749/ERR2000749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000749/ERR2000749_2.fastq.gz	6448440538;1473672320;1245694748	217567291
ERR2000751	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000751/ERR2000751.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000751/ERR2000751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000751/ERR2000751_2.fastq.gz	7107454178;1278895316;1323467211	231686493
ERR2000754	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000754/ERR2000754.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000754/ERR2000754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000754/ERR2000754_2.fastq.gz	7083903383;1280839375;1328284222	229605148
ERR2000757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000757/ERR2000757.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000757/ERR2000757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000757/ERR2000757_2.fastq.gz	6071493261;1059083040;1106274172	202616120
ERR2000760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000760/ERR2000760.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000760/ERR2000760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000760/ERR2000760_2.fastq.gz	6025827827;1052878588;1097009216	201686157
ERR2000767	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000767/ERR2000767.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000767/ERR2000767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000767/ERR2000767_2.fastq.gz	5719342287;1055475381;1097674055	185259381
ERR2000768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000768/ERR2000768.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000768/ERR2000768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000768/ERR2000768_2.fastq.gz	5698461074;1033642619;1071481079	183863046
ERR2000774	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000774/ERR2000774.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000774/ERR2000774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000774/ERR2000774_2.fastq.gz	7758265938;1451388290;1502685787	234583847
ERR2000781	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000781/ERR2000781.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000781/ERR2000781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000781/ERR2000781_2.fastq.gz	6821957178;1328319567;1338622736	220278779
ERR2000783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000783/ERR2000783.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000783/ERR2000783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000783/ERR2000783_2.fastq.gz	6821963626;1318677171;1331563166	221896109
ERR2000784	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000784/ERR2000784.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000784/ERR2000784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000784/ERR2000784_2.fastq.gz	6789503900;1297820080;1321496360	221230938
ERR2000788	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000788/ERR2000788.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000788/ERR2000788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000788/ERR2000788_2.fastq.gz	4586074294;753137499;782036774	127517417
ERR2000789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000789/ERR2000789.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000789/ERR2000789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000789/ERR2000789_2.fastq.gz	4709137714;771090627;776542175	129801179
ERR2000795	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000795/ERR2000795.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000795/ERR2000795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000795/ERR2000795_2.fastq.gz	3925559642;681826055;704365683	133041918
ERR2000796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000796/ERR2000796.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000796/ERR2000796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000796/ERR2000796_2.fastq.gz	4089302518;742276828;774985383	138520377
ERR2000799	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000799/ERR2000799.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000799/ERR2000799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000799/ERR2000799_2.fastq.gz	3776224534;657432597;658127294	130609749
ERR2000802	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000802/ERR2000802.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000802/ERR2000802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000802/ERR2000802_2.fastq.gz	2347771863;439012474;428056275	64186561
ERR2000805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000805/ERR2000805.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000805/ERR2000805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000805/ERR2000805_2.fastq.gz	1591182929;333822779;322979984	53958192
ERR2000811	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000811/ERR2000811.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000811/ERR2000811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000811/ERR2000811_2.fastq.gz	1637540756;310411939;307468994	53023541
ERR2000812	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000812/ERR2000812.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000812/ERR2000812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000812/ERR2000812_2.fastq.gz	1963025593;365965315;361147953	62635510
ERR2000814	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000814/ERR2000814.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000814/ERR2000814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000814/ERR2000814_2.fastq.gz	2334072174;422131922;420410381	63169938
ERR2000817	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000817/ERR2000817.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000817/ERR2000817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000817/ERR2000817_2.fastq.gz	1608871042;321341694;315941260	54783922
ERR2000818	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000818/ERR2000818.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000818/ERR2000818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000818/ERR2000818_2.fastq.gz	2385715821;434919845;433845119	65280419
ERR2000828	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000828/ERR2000828.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000828/ERR2000828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000828/ERR2000828_2.fastq.gz	2148170594;386866846;376921506	64631834
ERR2000831	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000831/ERR2000831.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000831/ERR2000831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000831/ERR2000831_2.fastq.gz	1688100009;324588986;321048280	55010914
ERR2000841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000841/ERR2000841.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000841/ERR2000841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000841/ERR2000841_2.fastq.gz	1293213335;257956582;241427321	42411951
ERR2000843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000843/ERR2000843.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000843/ERR2000843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000843/ERR2000843_2.fastq.gz	1313626880;275320509;258015553	42912148
ERR2000845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000845/ERR2000845.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000845/ERR2000845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000845/ERR2000845_2.fastq.gz	1277059979;274506009;251971610	42895348
ERR2000855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000855/ERR2000855.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000855/ERR2000855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000855/ERR2000855_2.fastq.gz	1426148713;226892441;237229827	41946863
ERR2000864	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000864/ERR2000864.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000864/ERR2000864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000864/ERR2000864_2.fastq.gz	1380585983;585040799;627844063	54808900
ERR2000865	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000865/ERR2000865.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000865/ERR2000865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000865/ERR2000865_2.fastq.gz	1272963703;571856652;613484841	50944725
ERR2000873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000873/ERR2000873.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000873/ERR2000873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000873/ERR2000873_2.fastq.gz	1389869515;274234416;266714675	43508070
ERR2000875	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000875/ERR2000875.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000875/ERR2000875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000875/ERR2000875_2.fastq.gz	1398682532;289863772;282505721	43559483
ERR2000876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000876/ERR2000876.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000876/ERR2000876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000876/ERR2000876_2.fastq.gz	1169213535;202310887;207660763	38350615
ERR2000878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000878/ERR2000878.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000878/ERR2000878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000878/ERR2000878_2.fastq.gz	1451124568;239312550;245254517	46672874
ERR2000595	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000595/ERR2000595.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000595/ERR2000595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000595/ERR2000595_2.fastq.gz	6148068022;751904137;762643602	213107512
ERR2000597	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000597/ERR2000597.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000597/ERR2000597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000597/ERR2000597_2.fastq.gz	5731743680;723036796;713494736	197147632
ERR2000598	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000598/ERR2000598.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000598/ERR2000598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000598/ERR2000598_2.fastq.gz	5747398988;716363857;710267682	197679497
ERR2000604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000604/ERR2000604.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000604/ERR2000604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000604/ERR2000604_2.fastq.gz	1770651396;232254052;231491137	60504084
ERR2000609	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000609/ERR2000609.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000609/ERR2000609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000609/ERR2000609_2.fastq.gz	1521934608;196105078;193472397	52029912
ERR2000613	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000613/ERR2000613.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000613/ERR2000613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000613/ERR2000613_2.fastq.gz	1530104138;197817964;194215837	52124960
ERR2000614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000614/ERR2000614.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000614/ERR2000614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000614/ERR2000614_2.fastq.gz	1479113021;203914263;197719467	49232696
ERR2000615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000615/ERR2000615.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000615/ERR2000615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000615/ERR2000615_2.fastq.gz	1497560987;224094688;222234102	50753854
ERR2000625	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000625/ERR2000625.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000625/ERR2000625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000625/ERR2000625_2.fastq.gz	1768621605;224823309;224173267	60339105
ERR2000626	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000626/ERR2000626.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000626/ERR2000626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000626/ERR2000626_2.fastq.gz	1750137491;233934463;230074226	58313264
ERR2000631	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000631/ERR2000631.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000631/ERR2000631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000631/ERR2000631_2.fastq.gz	1657784757;234253082;236799609	56525307
ERR2000634	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000634/ERR2000634.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000634/ERR2000634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000634/ERR2000634_2.fastq.gz	861220662;117860138;112060366	28698156
ERR2000636	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000636/ERR2000636.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000636/ERR2000636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000636/ERR2000636_2.fastq.gz	885041670;118370846;113913905	30038013
ERR2000637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000637/ERR2000637.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000637/ERR2000637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000637/ERR2000637_2.fastq.gz	873514238;118515219;110945571	29558015
ERR2000641	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000641/ERR2000641.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000641/ERR2000641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000641/ERR2000641_2.fastq.gz	862411670;119409865;111191565	29109662
ERR2000644	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000644/ERR2000644.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000644/ERR2000644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000644/ERR2000644_2.fastq.gz	854059287;121073984;114691021	28859364
ERR2000645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000645/ERR2000645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000645/ERR2000645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000645/ERR2000645_2.fastq.gz	858749179;120486818;111842503	28904152
ERR2000646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000646/ERR2000646.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000646/ERR2000646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000646/ERR2000646_2.fastq.gz	850209878;125078445;116400778	28004767
ERR2000648	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000648/ERR2000648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000648/ERR2000648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000648/ERR2000648_2.fastq.gz	847070378;121178256;115030955	28557276
ERR2000651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000651/ERR2000651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000651/ERR2000651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000651/ERR2000651_2.fastq.gz	845498613;133497009;127614290	28193839
ERR2000653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000653/ERR2000653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000653/ERR2000653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000653/ERR2000653_2.fastq.gz	884699420;120812484;115168890	30151550
ERR2000661	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000661/ERR2000661.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000661/ERR2000661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000661/ERR2000661_2.fastq.gz	884914011;116585333;112599424	30282752
ERR2000663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000663/ERR2000663.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000663/ERR2000663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000663/ERR2000663_2.fastq.gz	870889799;126601107;125351872	29562164
ERR2000664	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000664/ERR2000664.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000664/ERR2000664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000664/ERR2000664_2.fastq.gz	4800768687;795362152;819797879	96833551
ERR2000667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000667/ERR2000667.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000667/ERR2000667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000667/ERR2000667_2.fastq.gz	3599000116;562411794;579365079	121740108
ERR2000668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000668/ERR2000668.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000668/ERR2000668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000668/ERR2000668_2.fastq.gz	3631785270;566950104;587700375	122771060
ERR2000677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000677/ERR2000677.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000677/ERR2000677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000677/ERR2000677_2.fastq.gz	4981216668;821750110;866636264	164946907
ERR2000679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000679/ERR2000679.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000679/ERR2000679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000679/ERR2000679_2.fastq.gz	5128145498;834356927;878916624	166957843
ERR2000680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000680/ERR2000680.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000680/ERR2000680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000680/ERR2000680_2.fastq.gz	4925766756;802318030;849134893	163271682
ERR2000683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000683/ERR2000683.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000683/ERR2000683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000683/ERR2000683_2.fastq.gz	5501602229;913228677;931700921	153350504
